,Unnamed: 0,location,method,methodValue,month,city,province,zipCode,provinceName,macroRegion,region
179,179,lct_xyzw,outstanding,39208,1,Como,CO,22100,Como,Nord-ovest,Lombardia
180,180,lct_xyzw,cash,639659,3,Como,CO,22100,Como,Nord-ovest,Lombardia
181,181,lct_xyzw,credit-card,1857191,2,Como,CO,22100,Como,Nord-ovest,Lombardia
182,182,lct_xyzw,credit-card,1723769,3,Como,CO,22100,Como,Nord-ovest,Lombardia
183,183,lct_xyzw,credit-card,1451579,1,Como,CO,22100,Como,Nord-ovest,Lombardia
184,184,lct_xyzw,outstanding,405066,2,Como,CO,22100,Como,Nord-ovest,Lombardia
185,185,lct_xyzw,outstanding,416005,3,Como,CO,22100,Como,Nord-ovest,Lombardia
186,186,lct_xyzw,cash,1260561,2,Como,CO,22100,Como,Nord-ovest,Lombardia
187,187,lct_xyzw,bancomat,738598,2,Milano,MB,20159,Monza e della Brianza,Nord-ovest,Lombardia
188,188,lct_xyzw,cash,909145,1,Milano,MB,20159,Monza e della Brianza,Nord-ovest,Lombardia
189,189,lct_xyzw,cash,1924960,2,Milano,MB,20159,Monza e della Brianza,Nord-ovest,Lombardia
190,190,lct_xyzw,credit-card,582232,2,Milano,MB,20159,Monza e della Brianza,Nord-ovest,Lombardia
191,191,lct_xyzw,bancomat,1724441,1,Milano,MB,20159,Monza e della Brianza,Nord-ovest,Lombardia
192,192,lct_xyzw,bancomat,1897856,3,Milano,MB,20159,Monza e della Brianza,Nord-ovest,Lombardia
193,193,lct_xyzw,cash,370605,3,Milano,MB,20159,Monza e della Brianza,Nord-ovest,Lombardia
194,194,lct_xyzw,bancomat,518730,2,Firenze,FI,50123,Firenze,Centro,Toscana
195,195,lct_xyzw,credit-card,942504,1,Firenze,FI,50123,Firenze,Centro,Toscana
196,196,lct_xyzw,bancomat,409992,1,Firenze,FI,50123,Firenze,Centro,Toscana
197,197,lct_xyzw,cash,1167283,3,Firenze,FI,50123,Firenze,Centro,Toscana
198,198,lct_xyzw,ticket,1790233,2,Firenze,FI,50123,Firenze,Centro,Toscana
199,199,lct_xyzw,bancomat,1664314,3,Firenze,FI,50123,Firenze,Centro,Toscana
200,200,lct_xyzw,credit-card,1308000,2,Firenze,FI,50123,Firenze,Centro,Toscana
201,201,lct_xyzw,cash,342364,2,Firenze,FI,50123,Firenze,Centro,Toscana
202,202,lct_xyzw,cash,417046,1,Firenze,FI,50123,Firenze,Centro,Toscana
203,203,lct_xyzw,bank-check,1129782,3,Cervia,RA,48015,Ravenna,Nord-est,Emilia-Romagna
204,204,lct_xyzw,outstanding,1527869,2,Cervia,RA,48015,Ravenna,Nord-est,Emilia-Romagna
205,205,lct_xyzw,credit-card,1993116,1,Cervia,RA,48015,Ravenna,Nord-est,Emilia-Romagna
206,206,lct_xyzw,cash,1997785,1,Cervia,RA,48015,Ravenna,Nord-est,Emilia-Romagna
207,207,lct_xyzw,cash,1257295,2,Cervia,RA,48015,Ravenna,Nord-est,Emilia-Romagna
208,208,lct_xyzw,bank-check,52772,2,Cervia,RA,48015,Ravenna,Nord-est,Emilia-Romagna
209,209,lct_xyzw,credit-card,1805546,2,Cervia,RA,48015,Ravenna,Nord-est,Emilia-Romagna
210,210,lct_xyzw,credit-card,175123,3,Cervia,RA,48015,Ravenna,Nord-est,Emilia-Romagna
211,211,lct_xyzw,cash,455766,3,Cervia,RA,48015,Ravenna,Nord-est,Emilia-Romagna
212,212,lct_xyzw,debit-card,1382593,2,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
213,213,lct_xyzw,cash,1773327,3,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
214,214,lct_xyzw,bancomat,1951222,3,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
215,215,lct_xyzw,bancomat,1241901,2,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
216,216,lct_xyzw,mastercard,1080917,1,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
217,217,lct_xyzw,debit-card,367568,1,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
218,218,lct_xyzw,maestro,749922,2,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
219,219,lct_xyzw,cash,585528,2,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
220,220,lct_xyzw,cash,1078402,1,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
221,221,lct_xyzw,bancomat,1807728,1,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
222,222,lct_xyzw,mastercard,758621,2,Campi Bisenzio,PO,50013,Prato,Centro,Toscana
223,223,lct_xyzw,cash,62826,1,Mantova,MN,46100,Mantova,Nord-ovest,Lombardia
224,224,lct_xyzw,bancomat,298615,3,Mantova,MN,46100,Mantova,Nord-ovest,Lombardia
225,225,lct_xyzw,credit-card,818298,2,Mantova,MN,46100,Mantova,Nord-ovest,Lombardia
226,226,lct_xyzw,cash,525380,3,Mantova,MN,46100,Mantova,Nord-ovest,Lombardia
227,227,lct_xyzw,bancomat,1713876,1,Mantova,MN,46100,Mantova,Nord-ovest,Lombardia
228,228,lct_xyzw,cash,628370,2,Mantova,MN,46100,Mantova,Nord-ovest,Lombardia
229,229,lct_xyzw,credit-card,1780128,2,Pradamano,UD,33040,Udine,Nord-est,Friuli-Venezia Giulia
230,230,lct_xyzw,credit-card,939051,1,Pradamano,UD,33040,Udine,Nord-est,Friuli-Venezia Giulia
231,231,lct_xyzw,bancomat,192759,3,Pradamano,UD,33040,Udine,Nord-est,Friuli-Venezia Giulia
232,232,lct_xyzw,bancomat,252150,2,Pradamano,UD,33040,Udine,Nord-est,Friuli-Venezia Giulia
233,233,lct_xyzw,cash,1404119,1,Pradamano,UD,33040,Udine,Nord-est,Friuli-Venezia Giulia
234,234,lct_xyzw,cash,1646386,2,Pradamano,UD,33040,Udine,Nord-est,Friuli-Venezia Giulia
235,235,lct_xyzw,bancomat,1522905,1,Pradamano,UD,33040,Udine,Nord-est,Friuli-Venezia Giulia
236,236,lct_xyzw,credit-card,1153144,3,Pradamano,UD,33040,Udine,Nord-est,Friuli-Venezia Giulia
237,237,lct_xyzw,cash,1729616,3,Pradamano,UD,33040,Udine,Nord-est,Friuli-Venezia Giulia
238,238,lct_xyzw,bancomat,794975,3,Treviglio,BG,24047,Bergamo,Nord-ovest,Lombardia
239,239,lct_xyzw,cash,736563,2,Treviglio,BG,24047,Bergamo,Nord-ovest,Lombardia
240,240,lct_xyzw,cash,1176273,3,Treviglio,BG,24047,Bergamo,Nord-ovest,Lombardia
241,241,lct_xyzw,bancomat,675921,2,Treviglio,BG,24047,Bergamo,Nord-ovest,Lombardia
242,242,lct_xyzw,voucher,732601,3,Milano,MI,20135,Milano,Nord-ovest,Lombardia
243,243,lct_xyzw,bank-transfer,1147611,2,Milano,MI,20135,Milano,Nord-ovest,Lombardia
244,244,lct_xyzw,cash,443469,1,Milano,MI,20135,Milano,Nord-ovest,Lombardia
245,245,lct_xyzw,bancomat,767194,3,Milano,MI,20135,Milano,Nord-ovest,Lombardia
246,246,lct_xyzw,cash,220824,2,Milano,MI,20135,Milano,Nord-ovest,Lombardia
247,247,lct_xyzw,voucher,797780,2,Milano,MI,20135,Milano,Nord-ovest,Lombardia
248,248,lct_xyzw,outstanding,966778,3,Milano,MI,20135,Milano,Nord-ovest,Lombardia
249,249,lct_xyzw,outstanding,406003,2,Milano,MI,20135,Milano,Nord-ovest,Lombardia
250,250,lct_xyzw,bancomat,504023,2,Milano,MI,20135,Milano,Nord-ovest,Lombardia
251,251,lct_xyzw,ticket,303207,3,Milano,MI,20135,Milano,Nord-ovest,Lombardia
252,252,lct_xyzw,credit-card,1320024,1,Milano,MI,20135,Milano,Nord-ovest,Lombardia
253,253,lct_xyzw,satispay,65515,1,Milano,MI,20135,Milano,Nord-ovest,Lombardia
254,254,lct_xyzw,bank-check,1600517,3,Milano,MI,20135,Milano,Nord-ovest,Lombardia
255,255,lct_xyzw,credit-card,1420345,3,Milano,MI,20135,Milano,Nord-ovest,Lombardia
256,256,lct_xyzw,credit-card,961471,2,Milano,MI,20135,Milano,Nord-ovest,Lombardia
257,257,lct_xyzw,bank-check,1798499,1,Milano,MI,20135,Milano,Nord-ovest,Lombardia
258,258,lct_xyzw,cash,645074,3,Milano,MI,20135,Milano,Nord-ovest,Lombardia
259,259,lct_xyzw,ticket,1359171,2,Milano,MI,20135,Milano,Nord-ovest,Lombardia
260,260,lct_xyzw,ticket,945872,1,Milano,MI,20135,Milano,Nord-ovest,Lombardia
261,261,lct_xyzw,bank-check,1963648,2,Milano,MI,20135,Milano,Nord-ovest,Lombardia
262,262,lct_xyzw,bank-transfer,1784529,3,Milano,MI,20135,Milano,Nord-ovest,Lombardia
263,263,lct_xyzw,satispay,1731210,2,Milano,MI,20135,Milano,Nord-ovest,Lombardia
264,264,lct_xyzw,outstanding,37049,1,Milano,MI,20135,Milano,Nord-ovest,Lombardia
265,265,lct_xyzw,bank-transfer,1048316,1,Milano,MI,20135,Milano,Nord-ovest,Lombardia
266,266,lct_xyzw,bancomat,892963,1,Milano,MI,20135,Milano,Nord-ovest,Lombardia
267,267,lct_xyzw,bancomat,1607793,2,Castelletto Sopra Ticino,NO,28053,Novara,Nord-ovest,Piemonte
